mlp_proba
0.07521026
0.7959708
0.64684814
0.8193642
0.8365323
0.66327906
0.37503153
0.54466325
0.3087921
0.22556017
0.38909066
0.84070843
0.28581214
0.86693716
0.23248632
0.2485456
0.27331606
0.19681615
0.26522583
0.14641996
0.8630767
0.9148497
0.40927273
0.7937725
0.6272419
0.4552291
0.20953454
0.2297126
0.2680252
0.66729856
0.39978856
0.43525594
0.15882358
0.22176723
0.24251115
0.32815838
0.45508248
0.30121303
0.43979418
0.8117013
0.448035
0.3649384
0.05826864
0.23416728
0.6527579
0.34074655
0.66900885
0.6686306
0.3848013
0.76643616
0.61206114
0.85416055
0.46846175
0.67791283
0.3994329
0.41420078
0.6607239
0.16943167
0.16121821
0.23576048
0.15585628
0.86239487
0.19903454
0.6983558
0.21983227
0.64369756
0.061005834
0.4126695
0.23792224
0.13872668
0.37970766
0.15644974
0.453585
0.78447515
0.31648648
0.8550481
0.4397356
0.13486978
0.5828295
0.85989046
0.8266627
0.5215927
0.5960839
0.86003184
0.6929251
0.7339062
0.4729125
0.25600722
0.8002344
0.7373906
0.8184397
0.8776696
0.2826165
0.64499277
0.63023347
0.6860332
0.589961
0.7292655
0.22675343
0.8711366
0.2554602
0.8342083
0.20136218
0.75464785
0.28588513
0.7383901
0.32010657
0.7825032
0.4241396
0.8464168
0.7577123
0.7083609
0.3385764
0.7863912
0.18864436
0.28513035
0.8418527
0.8122997
0.33085707
0.19627656
0.84989226
0.2425815
0.84990185
0.19302246
0.27402747
0.73166066
0.6148701
0.2734631
0.7791406
0.86777955
0.46561554
0.71917653
0.209385
0.4068475
0.89759916
0.62705266
0.18459493
0.26716238
0.2786502
0.23548456
0.8074564
0.488946
0.31644985
0.83577114
0.56493604
0.33252212
0.25407243
0.5814423
0.15425615
0.5014285
0.2306664
0.21395934
0.20117979
0.17175561
0.6547892
0.17441054
0.5902097
0.25558716
0.17001113
0.4562134
0.94269454
0.09312046
0.8571029
0.8037791
0.8442323
0.85771406
0.78933847
0.25899035
0.84857666
0.7095495
0.24979387
0.2298422
0.3017592
0.56370986
0.7956053
0.551241
0.6689438
0.39878324
0.36805248
0.49190837
0.83186126
0.52221185
0.75778276
0.37062806
0.11393752
0.7035216
0.8367161
0.3991942
0.36076224
0.7163513
0.13554113
0.52533865
0.34724614
0.26294398
0.34067595
0.23639497
0.31637844
0.83191144
0.36414883
0.16479252
0.81570995
0.31819496
0.3632332
0.90346026
0.8263062
0.78247327
0.4696119
0.48900375
0.86882555
0.8656816
0.22628775
0.19857144
0.13328046
0.35811925
0.2677894
0.8398873
0.23089378
0.22345372
0.2525138
0.31766483
0.49164498
0.84478223
0.7501291
0.57005364
0.66346335
0.21942364
0.3591897
0.52026033
0.24223109
0.78992116
0.76684046
0.27322203
0.8489593
0.8005561
0.16763966
0.20001335
0.6035248
0.39932245
0.51090485
0.7077512
0.43960118
0.33063313
0.8249712
0.79435134
0.85210526
0.47225708
0.4559837
0.6616831
0.6472102
0.851161
0.5538081
0.24892482
0.6943137
0.811363
0.18943872
0.87863606
0.83547276
0.44468814
0.17924404
0.31091076
0.19705158
0.67323726
0.34709677
0.37623116
0.8777322
0.8046378
0.5845935
0.7630711
0.23456208
0.8840075
0.19739257
0.5493297
0.46156728
0.2353931
0.32487315
0.06634573
0.8598584
0.6140968
0.43409544
0.80195355
0.8074546
0.29435787
0.8394485
0.44026756
0.33476982
0.32243228
0.42792973
0.8478431
0.66247684
0.90448225
0.374305
0.48036483
0.57066536
0.79027605
0.8032877
0.8736637
0.53723085
0.61578166
0.38338506
0.45327637
0.20070153
0.8495877
0.6299348
0.6844738
0.83477175
0.36173597
0.4559256
0.27119732
0.38135442
0.6316993
0.26788744
0.9005152
0.24998921
0.3576489
0.63819915
0.1701
0.33895501
0.15256938
0.71127367
0.30593178
0.8448661
0.1705568
0.18652132
0.8442082
0.6880748
0.5682362
0.51406825
0.24786119
0.2746633
0.28856072
0.30668166
0.491411
0.6315924
0.19923967
0.6759084
0.8053856
0.7448806
0.057638913
0.2448253
0.28748244
0.59056693
0.6774375
0.3211434
0.39542827
0.27013463
0.37170544
0.22131355
0.70292556
0.26987237
0.27367598
0.15568587
0.56104314
0.6596059
0.64298016
0.2425075
0.60212284
0.89421684
0.18237232
0.18549947
